sourceCode,nameTh,nameEn
22700,ราชวิทยาลัยจุฬาภรณ์,Chulabhorn Royal Academy
22800,สถาบันเทคโนโลยีไทย-ญี่ปุ่น,Thai-Nichi Institute of Technology
22900,สถาบันอาศรมศิลป์,Arsom Silp Institute of the Arts
23000,สถาบันวิทยาการประกอบการแห่งอโยธยา,Institute of Entrepreneurial Science Ayothaya
23400,สถาบันบัณฑิตศึกษาจุฬาภรณ์,Chulabhorn Graduate Institute
25000,สถาบันการจัดการปัญญาภิวัฒน์,Panyapiwat Institute of Management
25001,สถาบันการจัดการปัญญาภิวัฒน์ วิทยาเขตอีอีซี,"Panyapiwat Institute of Management — Campus, Chon Buri (25001)"
26000,วิทยาลัยเทคโนโลยีพนมวันท์,Phanomwan College of Technology
26100,วิทยาลัยพิชญบัณฑิต,Pitchayabundit College
26200,สถาบันกันตนา,Kantana Institute
26300,สถาบันการเรียนรู้เพื่อปวงชน,Learning Institute For Everyone
26400,สถาบันเทคโนโลยียานยนต์มหาชัย,Mahachai Institute of Automotive Technology
26500,สถาบันดนตรีกัลยาณิวัฒนา,Princess Galyani Vadhana Institute of Music
26600,มหาวิทยาลัยนวมินทราธิราช,Navamindradhiraj University
26700,สถาบันเทคโนโลยีจิตรลดา,Chitralada Technology Institute
26800,สถาบันวิทยาการจัดการแห่งแปซิฟิค,Pacific Institute of Management Science
26801,สถาบันวิทยาการจัดการแห่งแปซิฟิค วิทยาเขตนิมิตใหม่,"Pacific Institute of Management Science — Campus, Pathum Thani (26801)"
28800,สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,Suvarnabhumi Institute of Technology
28900,สถาบันวิทยสิริเมธี,Vidyasirimedhi Institute of Science and Technology
29400,โรงเรียนเสนาธิการทหารบก,Command and General Staff College
29500,วิทยาลัยนานาชาติราฟเฟิลส์,Raffles International College
